1621786115693034099, 24, 34296, 0, 0, 3
1621786115707560420, 24, 34296, 8, 0, 3
1621786115718221715, 24, 44340, 8, 0, 3
1621786115730980163, 24, 45609, 8, 0, 3
1621786115747506963, 24, 45609, 8, 0, 3
1621786115758197975, 24, 46669, 8, 0, 3
1621786115770882313, 24, 46766, 8, 0, 3
1621786115787772676, 24, 46766, 8, 0, 3
1621786115798343492, 24, 46879, 8, 0, 3
1621786115810995750, 24, 46879, 8, 0, 3
1621786115827614663, 24, 46879, 8, 0, 3
1621786115838222528, 24, 46975, 8, 0, 3
1621786115850874095, 24, 46766, 8, 0, 3
1621786115866058241, 24, 46766, 8, 0, 3
1621786115876656870, 24, 48132, 100, 1, 3
1621786115894235356, 24, 48132, 100, 1, 3
1621786115904826850, 24, 52410, 100, 1, 3
1621786115917497974, 24, 52996, 100, 1, 3
1621786115930647326, 24, 52996, 100, 1, 3
1621786115941205489, 24, 53289, 100, 1, 3
1621786115953830685, 24, 53289, 100, 1, 3
1621786115964411461, 24, 53776, 100, 1, 3
1621786115977059881, 24, 53883, 100, 1, 3
1621786115991341331, 24, 53883, 100, 1, 3
1621786116001985174, 24, 54265, 100, 1, 3
1621786116014629638, 24, 54265, 100, 1, 3
1621786116025238295, 24, 53972, 100, 1, 3
1621786116037957068, 24, 54167, 100, 1, 3
1621786116050956448, 24, 54167, 100, 1, 3
1621786116061668370, 24, 61467, 100, 1, 3
1621786116074391541, 25, 61467, 100, 1, 3
1621786116085003314, 25, 62929, 100, 1, 3
1621786116095639713, 25, 63602, 100, 1, 3
1621786116114754327, 25, 139594, 100, 1, 3
1621786116211473695, 26, 139594, 100, 4, 3
1621786116222499477, 26, 152134, 100, 4, 3
1621786116235120195, 26, 152134, 100, 4, 3
1621786116245660254, 26, 158265, 100, 4, 3
1621786116259481799, 26, 159137, 100, 4, 3
1621786116272095495, 26, 159137, 100, 4, 3
1621786116282649188, 27, 159234, 100, 4, 3
1621786116295364004, 27, 159234, 100, 4, 3
1621786116305908791, 27, 159525, 100, 4, 3
1621786116318512368, 27, 159622, 100, 4, 3
1621786116331665096, 27, 159622, 100, 4, 3
1621786116342248386, 27, 159428, 100, 4, 3
1621786116354841001, 27, 159428, 100, 4, 3
1621786116365406899, 27, 161147, 100, 4, 3
1621786116378044920, 27, 161825, 100, 6, 3
1621786116391750537, 27, 161825, 100, 6, 3
1621786116402363953, 27, 161922, 100, 6, 3
1621786116414951530, 27, 161922, 100, 6, 3
1621786116425496998, 27, 161922, 100, 6, 3
1621786116438122927, 27, 162020, 100, 6, 3
1621786116451904918, 27, 162020, 100, 6, 3
1621786116462506252, 27, 162311, 100, 6, 3
1621786116475129354, 27, 162311, 100, 6, 3
1621786116485706934, 28, 162019, 100, 6, 3
1621786116498628548, 28, 161922, 100, 6, 3
1621786116512030946, 28, 161922, 100, 6, 3
1621786116522574600, 28, 162311, 100, 6, 3
1621786116535186573, 28, 162311, 100, 6, 3
1621786116545729136, 28, 162214, 100, 6, 3
1621786116558399939, 28, 162214, 100, 6, 3
1621786116572215944, 28, 162214, 100, 6, 3
1621786116582755972, 28, 162214, 100, 6, 3
1621786116595353016, 28, 162214, 100, 6, 3
1621786116605985378, 28, 162408, 100, 6, 3
1621786116618582733, 28, 162214, 100, 6, 3
1621786116632233397, 28, 162214, 100, 6, 3
1621786116642769097, 28, 162214, 100, 6, 3
1621786116655366743, 28, 162214, 100, 6, 3
1621786116665920687, 28, 162408, 100, 6, 3
1621786116678513674, 28, 162504, 100, 6, 3
1621786116692265638, 28, 162504, 100, 6, 3
1621786116702878424, 28, 162214, 100, 6, 3
1621786116715475648, 28, 162214, 100, 6, 3
1621786116726116456, 28, 162408, 100, 6, 3
1621786116738739288, 28, 162504, 100, 6, 3
1621786116752414458, 28, 162311, 100, 6, 3
1621786116777986767, 28, 162408, 100, 6, 3
1621786116872991855, 29, 162408, 100, 6, 3
1621786116883644044, 29, 162504, 100, 6, 3
1621786116896316780, 29, 162504, 100, 6, 3
1621786116906966164, 29, 162504, 100, 6, 3
1621786116919643289, 29, 162504, 100, 6, 3
1621786116932890725, 29, 162504, 100, 6, 3
1621786116943479636, 29, 162601, 100, 6, 3
1621786116956071941, 29, 162601, 100, 6, 3
1621786116966648889, 29, 162794, 100, 6, 3
1621786116979236044, 29, 162407, 100, 6, 3
1621786116992940409, 29, 162407, 100, 6, 3
1621786117003526825, 29, 162698, 100, 6, 3
1621786117016206915, 29, 162698, 100, 6, 3
1621786117026778823, 29, 162794, 100, 6, 3
1621786117039370557, 29, 162794, 100, 6, 3
1621786117053063060, 29, 162794, 100, 6, 3
1621786117063686746, 29, 162601, 100, 6, 3
1621786117076268541, 29, 162601, 100, 6, 3
1621786117086822345, 29, 162794, 100, 6, 3
1621786117099432895, 29, 162891, 100, 6, 3
1621786117113595010, 29, 162891, 100, 6, 3
1621786117124138145, 29, 162601, 100, 6, 3
1621786117136730700, 29, 162601, 100, 6, 3
1621786117147265419, 29, 162794, 100, 6, 3
1621786117161116750, 29, 162794, 100, 6, 3
1621786117173762085, 29, 162794, 100, 6, 3
1621786117184307824, 29, 162794, 100, 6, 3
1621786117196953330, 29, 162794, 100, 6, 3
1621786117207497095, 29, 162601, 100, 6, 3
1621786117220168549, 29, 162794, 100, 6, 3
1621786117233597586, 29, 162794, 100, 6, 3
1621786117244136072, 29, 162891, 100, 6, 3
1621786117256727806, 29, 162891, 100, 6, 3
1621786117267306157, 29, 162697, 100, 6, 3
1621786117279920864, 29, 162698, 100, 6, 3
1621786117293556490, 29, 162698, 100, 6, 3
1621786117304143907, 29, 162988, 100, 6, 3
1621786117317378139, 29, 162988, 100, 6, 3
1621786117327961839, 29, 162891, 100, 6, 3
1621786117340554506, 29, 162794, 100, 6, 3
1621786117353625210, 29, 162794, 100, 6, 3
1621786117364223638, 29, 162891, 100, 6, 3
1621786117376812466, 29, 162891, 100, 6, 3
1621786117387460268, 30, 163085, 100, 6, 3
1621786117400086095, 30, 162891, 100, 6, 3
1621786117422433223, 29, 162601, 100, 6, 3
1621786117440865995, 30, 161049, 100, 6, 3
1621786117458515114, 30, 160274, 100, 6, 3
1621786117551882884, 30, 160274, 100, 6, 3
1621786117566035812, 30, 160177, 100, 6, 3
1621786117578664706, 30, 160177, 100, 6, 3
1621786117589211868, 30, 160371, 100, 6, 3
1621786117601856291, 30, 160565, 100, 6, 3
1621786117617214795, 30, 160565, 100, 6, 3
1621786117627797043, 30, 160177, 100, 6, 3
1621786117640408674, 30, 160177, 100, 6, 3
1621786117650981023, 30, 160371, 100, 6, 3
1621786117664671713, 30, 160468, 100, 6, 3
1621786117677528355, 30, 160468, 100, 6, 3
1621786117688073182, 30, 160177, 100, 6, 3
1621786117700706304, 30, 160177, 100, 6, 3
1621786117711271039, 30, 160371, 100, 6, 3
1621786117723860499, 30, 160566, 100, 6, 3
1621786117737541059, 30, 160566, 100, 6, 3
1621786117748109170, 30, 160469, 100, 6, 3
1621786117760728136, 30, 160469, 100, 6, 3
1621786117771289163, 30, 160274, 100, 6, 3
1621786117783904602, 30, 160468, 100, 6, 3
1621786117797506955, 30, 160468, 100, 6, 3
1621786117808045591, 30, 160592, 100, 6, 3
1621786117820649799, 30, 160592, 100, 6, 3
1621786117831199766, 30, 160203, 100, 6, 3
1621786117843790298, 30, 160274, 100, 6, 3
1621786117857611894, 30, 160274, 100, 6, 3
1621786117868200633, 30, 160662, 100, 6, 3
1621786117880821582, 30, 160662, 100, 6, 3
1621786117891390545, 30, 160565, 100, 6, 3
1621786117903998039, 30, 160397, 100, 6, 3
1621786117917675183, 30, 160397, 100, 6, 3
1621786117928216253, 30, 160495, 100, 6, 3
1621786117940840118, 30, 160495, 100, 6, 3
1621786117951376710, 30, 160662, 100, 6, 3
1621786117965029097, 30, 160495, 100, 6, 3
1621786117978089613, 30, 160495, 100, 6, 3
1621786117988629691, 30, 160274, 100, 6, 3
1621786118001222377, 30, 160274, 100, 6, 3
1621786118011767825, 30, 160565, 100, 6, 3
1621786118024381892, 30, 160662, 100, 6, 3
1621786118038433710, 30, 160662, 100, 6, 3
1621786118048981573, 30, 160372, 100, 6, 3
1621786118061814540, 30, 160372, 100, 6, 3
1621786118072358296, 30, 160662, 100, 6, 3
1621786118084957043, 30, 160662, 100, 6, 3
1621786118098562913, 30, 160469, 100, 6, 3
1621786118121084259, 30, 160371, 100, 6, 3
1621786118214841961, 30, 160566, 100, 6, 3
1621786118227524726, 30, 160662, 100, 6, 3
1621786118240478451, 30, 160662, 100, 6, 3
1621786118251034549, 30, 160565, 100, 6, 3
1621786118263658314, 30, 160565, 100, 6, 3
1621786118278784100, 30, 160565, 100, 6, 3
1621786118289323367, 30, 160662, 100, 6, 3
1621786118301941301, 30, 160662, 100, 6, 3
1621786118312502779, 30, 160759, 100, 6, 3
1621786118325113419, 30, 160371, 100, 6, 3
1621786118338909546, 30, 160371, 100, 6, 3
1621786118349444976, 30, 160469, 100, 6, 3
1621786118362061687, 30, 160469, 100, 6, 3
1621786118372635229, 30, 160662, 100, 6, 3
1621786118385223877, 30, 160662, 100, 6, 3
1621786118398867599, 30, 160662, 100, 6, 3
1621786118409412115, 30, 160565, 100, 6, 3
1621786118422004861, 30, 160565, 100, 6, 3
1621786118432572031, 30, 160759, 100, 6, 3
1621786118445445534, 30, 160759, 100, 6, 3
1621786118458874432, 30, 160759, 100, 6, 3
1621786118469412897, 30, 160565, 100, 6, 3
1621786118482030630, 30, 160565, 100, 6, 3
1621786118492569186, 31, 160662, 100, 6, 3
1621786118505158235, 31, 160759, 100, 6, 3
1621786118518900592, 31, 160759, 100, 6, 3
1621786118529439468, 31, 160662, 100, 6, 3
1621786118542063783, 31, 160662, 100, 6, 3
1621786118552640210, 31, 160467, 100, 6, 3
1621786118566435496, 31, 160662, 100, 6, 3
1621786118579317025, 31, 160662, 100, 6, 3
1621786118589859518, 31, 160759, 100, 6, 3
1621786118602478112, 31, 160759, 100, 6, 3
1621786118613019493, 31, 160662, 100, 6, 3
1621786118625610185, 31, 160565, 100, 6, 3
1621786118639272161, 31, 160565, 100, 6, 3
1621786118649836355, 31, 160759, 100, 6, 3
1621786118662461001, 31, 160759, 100, 6, 3
1621786118673009805, 31, 160662, 100, 6, 3
1621786118685621858, 31, 160565, 100, 6, 3
1621786118699333206, 31, 160565, 100, 6, 3
1621786118709887011, 31, 160662, 100, 6, 3
1621786118722490687, 31, 160662, 100, 6, 3
1621786118733066583, 31, 160855, 100, 6, 3
